,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
37681,Alien: Covenant,122.0,Ridley Scott,Fox,24.651,5.9,4971.0,"May 19, 2017",97000000.0,238521247.0,5.0,1.4589819278350515,Horror Thriller Sci-Fi
37724,Frailty,,Angel Manuel Soto,,,,,"Apr 12, 2002",11000000.0,19947280.0,4.0,0.813389090909091,Drama
37732,Beauty and the Beast,112.0,Christophe Gans,,26.701,7.7,5730.0,"Mar 17, 2017",160000000.0,1259199706.0,3.0,6.8699981625,Animation Drama Romance Fantasy Family
37807,Endless Love,104.0,Shana Feste,,8.776,6.8,990.0,"Feb 14, 2014",20000000.0,34718173.0,2.0,0.73590865,Romance Drama
37864,Triangle,,Theodros Teshome,,7.761,6.8,1094.0,"Feb 10, 2010",12000000.0,1594955.0,2.0,-0.8670870833333333,Horror Drama
37924,ABCD (Any Body Can Dance),160.0,Remo D'Souza,UTV,,,,"Feb 8, 2013",1900000.0,10137234.0,2.0,4.335386315789473,Drama Musical
37972,The Babadook,94.0,Jennifer Kent,IFC,11.502,6.4,3528.0,"Nov 28, 2014",2000000.0,7482387.0,11.0,2.7411935,Horror Drama
37995,Fifty Shades of Grey,125.0,Sam Taylor-Johnson,Uni.,21.229,5.4,6451.0,"Feb 13, 2015",40000000.0,570998101.0,2.0,13.274952525,Romance Thriller Drama
38019,The Hunted,90.0,Robert Chapin,,2.897,5.2,10.0,"Mar 14, 2003",55000000.0,47213095.0,3.0,-0.1415800909090909,Horror Thriller Comedy Action
38070,The Notebook,112.0,János Szász,,,,,"Jun 25, 2004",30000000.0,116025023.0,6.0,2.8675007666666668,War Drama
38122,Strangerland,112.0,Kim Farrant,Alc,5.91,5.2,135.0,"Jul 10, 2015",10000000.0,161097.0,7.0,-0.9838903,Mystery Thriller Drama
38414,The Expendables 3,126.0,Patrick Hughes,LGF,18.797,6.1,2876.0,"Aug 15, 2014",100000000.0,209461378.0,8.0,1.09461378,Thriller Adventure Action
38437,Fruitvale Station,85.0,Ryan Coogler,Wein.,9.587,7.4,645.0,"Jul 12, 2013",900000.0,17549645.0,7.0,18.499605555555554,Romance Biography Drama
38452,Blue Jasmine,98.0,Woody Allen,SPC,10.443,7.0,1983.0,"Jul 26, 2013",18000000.0,102912961.0,7.0,4.717386722222222,Drama Comedy
38454,White House Down,131.0,Roland Emmerich,Sony,13.026,6.4,2817.0,"Jun 28, 2013",150000000.0,205440387.0,6.0,0.36960258,Thriller Drama Action
38553,The Word,104.0,Gregory W. Friedle,,0.84,4.8,15.0,"Mar 14, 2014",200000.0,3648.0,3.0,-0.98176,Drama
38756,Friday,117.0,Lijin Jose,,,,,"Apr 26, 1995",3500000.0,27936778.0,4.0,6.981936571428571,Family
38761,Parkland,93.0,Peter Landesman,,6.056,6.1,206.0,"Oct 4, 2013",10000000.0,1616353.0,10.0,-0.8383647,Mystery Thriller Drama History
38779,The Rover,103.0,David Michôd,A24,13.527999999999999,6.2,435.0,"Jun 13, 2014",8500000.0,3180252.0,6.0,-0.625852705882353,Crime Drama Action
38780,The Mummy,110.0,Alex Kurtzman,,18.53,5.5,4391.0,"Jun 9, 2017",195000000.0,409953905.0,6.0,1.1023277179487179,Action Fantasy Horror Thriller Adventure
38798,Unforgiven,135.0,Sang-il Lee,,,,,"Aug 7, 1992",14400000.0,159157447.0,8.0,10.05260048611111,Crime Drama Action
38818,Frances Ha,86.0,Noah Baumbach,IFC,9.42,7.4,624.0,"May 17, 2013",3000000.0,11262769.0,5.0,2.754256333333333,Romance Drama Comedy
38849,Grace Unplugged,102.0,Brad J. Silverman,,1.9569999999999999,6.3,38.0,"Oct 4, 2013",1700000.0,2507159.0,10.0,0.47479941176470586,Drama Musical
38873,The Lunchbox,104.0,Ritesh Batra,SPC,5.888,7.3,350.0,"Feb 28, 2014",1700000.0,12231500.0,2.0,6.195,Romance Drama
38912,Thank You for Your Service,88.0,Tom Donahue,,0.6,6.0,1.0,"Oct 27, 2017",20000000.0,9985316.0,10.0,-0.5007342,Documentary Drama
38926,Stealth,51.0,Landen Wakil,,,,,"Jul 29, 2005",138000000.0,76416746.0,7.0,-0.4462554637681159,Comedy Action
38965,Frequency,60.0,Jeff Prince,,8.833,7.1,791.0,"Apr 28, 2000",31000000.0,68079671.0,4.0,1.1961184193548386,Crime Thriller Sci-Fi Drama
39109,Jobs,128.0,Joshua Michael Stern,ORF,8.023,6.1,1622.0,"Aug 16, 2013",18000000.0,43402515.0,8.0,1.4112508333333333,Biography Drama History
39124,Rio 2,101.0,Carlos Saldanha,Fox,18.11,6.3,1803.0,"Apr 11, 2014",130000000.0,492846291.0,4.0,2.7911253153846154,Family Animation Adventure Comedy
39192,Blue Ruin,90.0,Jeremy Saulnier,,7.983,6.9,736.0,"Apr 25, 2014",420000.0,437002.0,4.0,0.04048095238095238,Crime Thriller Drama
39252,Jade,108.0,Jess Carson,,,,,"Oct 13, 1995",50000000.0,9812870.0,10.0,-0.8037426,Crime Drama
39294,Live by Night,129.0,Ben Affleck,,11.322000000000001,6.2,759.0,"Dec 25, 2016",65000000.0,21774432.0,12.0,-0.6650087384615384,Crime Thriller Drama Action
39312,Antarctica: A Year on Ice,91.0,Anthony Powell,,2.061,7.2,41.0,"Nov 28, 2014",1000000.0,288757.0,11.0,-0.711243,Documentary Biography Drama Adventure
39433,Runner Runner,88.0,Brad Furman,Fox,10.442,5.6,761.0,"Oct 4, 2013",30000000.0,60512680.0,10.0,1.0170893333333333,Crime Thriller Drama
39436,The Disappointments Room,85.0,D.J. Caruso,Rela.,6.324,4.4,272.0,"Sep 9, 2016",15000000.0,3503761.0,9.0,-0.7664159333333334,Horror Drama Thriller
39505,Lost River,95.0,Ryan Gosling,,7.029,5.8,352.0,"Apr 7, 2015",2000000.0,2009644.0,4.0,0.004822,Fantasy Mystery Thriller Drama
39613,Need for Speed,132.0,Scott Waugh,BV,13.722999999999999,6.1,2389.0,"Mar 14, 2014",66000000.0,194169619.0,3.0,1.9419639242424243,Crime Thriller Drama Action
39862,Where the Heart Is,50.0,Rohan Sabharwal,,,,,"Apr 28, 2000",15000000.0,40862054.0,4.0,1.7241369333333334,Documentary Biography Family
39879,Deliver Us from Evil,118.0,Scott Derrickson,,11.283,6.1,1104.0,"Jul 2, 2014",30000000.0,87956618.0,7.0,1.9318872666666667,Mystery Crime Horror Thriller
39940,Water,,Jeff Scott Taylor,,,,,"Apr 28, 2006",3000000.0,11322573.0,4.0,2.774191,Crime Thriller
40001,Spectre,148.0,Sam Mendes,Sony,30.318,6.4,6719.0,"Nov 6, 2015",300000000.0,879620923.0,11.0,1.9320697433333334,Crime Thriller Adventure Action
40082,Brooklyn,117.0,John Crowley,FoxS,12.083,7.3,1912.0,"Nov 4, 2015",11000000.0,62076141.0,11.0,4.643285545454545,Romance Drama
40159,Joe,117.0,David Gordon Green,,8.57,6.6,514.0,"Apr 11, 2014",4000000.0,373375.0,4.0,-0.90665625,Crime Drama
40204,Assassins,84.0,Michael Bonomo,,10.579,6.2,666.0,"Oct 6, 1995",50000000.0,83306268.0,10.0,0.66612536,Action Drama Crime Thriller Adventure
40277,How to Train Your Dragon: The Hidden World,104.0,Dean DeBlois,,,,,"Feb 22, 2019",129000000.0,519258283.0,2.0,3.025258007751938,Animation Adventure Action
40303,Dark Skies,97.0,Scott Stewart,W/Dim.,11.582,6.1,1004.0,"Feb 22, 2013",3500000.0,27704111.0,2.0,6.9154602857142855,Horror Thriller Sci-Fi
40322,Delivery Man,105.0,Ken Scott,BV,7.962000000000001,6.2,858.0,"Nov 22, 2013",22000000.0,70536870.0,11.0,2.2062213636363635,Drama Comedy
40324,The Girl on the Train,80.0,Larry Brand,Strand,1.595,5.9,25.0,"Oct 7, 2016",45000000.0,174278214.0,10.0,2.8728492,Thriller
40361,Ain't Them Bodies Saints,96.0,David Lowery,IFC,8.166,6.2,217.0,"Aug 16, 2013",5000000.0,1075009.0,8.0,-0.7849982,Crime Romance Drama Western
40368,Oculus,104.0,Mike Flanagan,Rela.,10.841,6.4,1747.0,"Apr 11, 2014",5000000.0,44115496.0,4.0,7.8230992,Mystery Horror
40399,Cheap Thrills,88.0,E.L. Katz,,6.406000000000001,6.4,216.0,"Mar 21, 2014",100000.0,59424.0,3.0,-0.40576,Crime Drama Comedy
40426,Enough Said,93.0,Nicole Holofcener,FoxS,8.722000000000001,6.7,464.0,"Sep 18, 2013",8000000.0,25621449.0,9.0,2.202681125,Romance Drama Comedy
40483,Kursk,,Amanda Boyle,,,,,"Jun 21, 2019",40000000.0,4212799.0,6.0,-0.894680025,Drama
40601,Avengers: Age of Ultron,141.0,Joss Whedon,BV,44.383,7.3,13457.0,"May 1, 2015",330600000.0,1403013963.0,5.0,3.2438413883847548,Adventure Sci-Fi Action
40696,The Homesman,122.0,Tommy Lee Jones,Saban,8.232000000000001,6.5,389.0,"Nov 14, 2014",16000000.0,8217571.0,11.0,-0.4864018125,Western Drama
40697,Smurfs: The Lost Village,90.0,Kelly Asbury,Sony,15.663,6.2,736.0,"Apr 7, 2017",60000000.0,197578586.0,4.0,2.292976433333333,Family Animation Adventure Comedy
40698,They Came Together,83.0,David Wain,,7.353,5.5,226.0,"Jun 27, 2014",3000000.0,82780.0,6.0,-0.9724066666666666,Romance Comedy
40785,The Invitation,100.0,Karyn Kusama,Drft.,10.424000000000001,6.5,1063.0,"Apr 8, 2016",1000000.0,354836.0,4.0,-0.645164,Mystery Horror Drama Thriller
40878,Dom Hemingway,93.0,Richard Shepard,FoxS,7.254,5.8,302.0,"Apr 2, 2014",7000000.0,1857458.0,4.0,-0.7346488571428571,Crime Drama Comedy
40883,The November Man,108.0,Roger Donaldson,Rela.,17.747,6.1,852.0,"Aug 27, 2014",15000000.0,34820335.0,8.0,1.3213556666666666,Crime Thriller Action
40907,Envy,90.0,Taylor Hayden,,,,,"Apr 30, 2004",20000000.0,14566246.0,4.0,-0.2716877,Drama
40932,Carol,118.0,Todd Haynes,Wein.,13.095999999999998,7.4,1949.0,"Nov 20, 2015",11800000.0,42843521.0,11.0,2.6308068644067797,Romance Drama
40939,The Green Inferno,100.0,Eli Roth,BH Tilt,13.67,5.2,619.0,"Sep 25, 2015",1000000.0,12931420.0,9.0,11.93142,Horror Thriller Adventure Action
40945,Desert Dancer,104.0,Richard Raymond,Rela.,1.508,6.9,33.0,"Apr 10, 2015",4000000.0,596335.0,4.0,-0.85091625,Biography Drama Musical
41008,Gods of Egypt,127.0,Alex Proyas,LG/S,18.517,5.4,2353.0,"Feb 26, 2016",140000000.0,138836756.0,2.0,-0.008308885714285714,Fantasy Adventure Sci-Fi Action
41018,The Family,111.0,Luc Besson,,2.0,3.4,5.0,"Sep 13, 2013",30000000.0,51078541.0,9.0,0.7026180333333333,Crime Horror Thriller Comedy
41045,Woman in Gold,109.0,Simon Curtis,Wein.,7.76,7.4,787.0,"Apr 1, 2015",11000000.0,58586407.0,4.0,4.326037,Biography Drama History
41046,The Magnificent Seven,132.0,Antoine Fuqua,,18.487000000000002,6.2,3647.0,"Sep 23, 2016",90000000.0,162525156.0,9.0,0.8058350666666667,Western Adventure Action
41051,The Heat,117.0,Paul Feig,Fox,16.912,6.6,2441.0,"Jun 28, 2013",43000000.0,229727774.0,6.0,4.342506372093023,Crime Comedy Action
41110,Atomic Blonde,115.0,David Leitch,Focus,21.662,6.3,3645.0,"Jul 28, 2017",30000000.0,98345423.0,7.0,2.2781807666666665,Mystery Thriller Action
41127,Test,89.0,Chris Mason Johnson,,2.13,7.2,37.0,"Jun 6, 2014",250000.0,18823.0,6.0,-0.924708,Romance Drama
41487,Butterfly Girl,78.0,Cary Bell,,0.632,5.0,1.0,"Feb 27, 2015",180000.0,17503.0,2.0,-0.9027611111111111,Documentary
41542,Gloria,110.0,Sebastián Lelio,,5.925,6.5,83.0,"Jan 22, 1999",30000000.0,4967493.0,1.0,-0.8344169,Romance Drama Comedy
41662,Philomena,98.0,Stephen Frears,Wein.,8.978,7.4,945.0,"Nov 22, 2013",12000000.0,98963392.0,11.0,7.246949333333333,Biography Drama Comedy
41793,Project Almanac,106.0,Dean Israelite,Par.,9.55,6.5,1449.0,"Jan 30, 2015",12000000.0,32909437.0,1.0,1.7424530833333334,Mystery Thriller Drama Sci-Fi
41912,The Boy,105.0,Craig William Macneill,,7.0089999999999995,5.6,79.0,"Jan 22, 2016",10000000.0,68220952.0,1.0,5.8220952,Horror Drama Thriller
41964,Taken 3,108.0,Olivier Megaton,Fox,27.679000000000002,6.1,3406.0,"Jan 9, 2015",48000000.0,327656424.0,1.0,5.8261755,Thriller Action
42094,The Peanuts Movie,88.0,Steve Martino,Fox,11.344000000000001,6.6,894.0,"Nov 6, 2015",99000000.0,250091610.0,11.0,1.5261778787878788,Family Animation Adventure Comedy
42252,Mi America,90.0,Robert Fontaine,,,,,"Oct 16, 2016",2100000.0,3330.0,10.0,-0.9984142857142857,Crime Drama
42390,And So It Goes,94.0,Rob Reiner,CE,8.235,5.9,264.0,"Jul 25, 2014",18000000.0,17920013.0,7.0,-0.004443722222222222,Romance Drama Comedy
42417,Sky High,70.0,Macaela Vandermost,,,,,"Jul 29, 2005",35000000.0,83109359.0,7.0,1.3745531142857144,Documentary Drama Adventure
42431,Left Behind,110.0,Vic Armstrong,,13.897,4.0,713.0,"Feb 2, 2001",18500000.0,4221341.0,2.0,-0.7718194054054054,Action Drama Sci-Fi Thriller Fantasy
42533,Paranormal Activity: The Ghost Dimension,88.0,Gregory Plotkin,Par.,8.157,5.2,774.0,"Oct 23, 2015",10000000.0,77959374.0,10.0,6.7959374,Mystery Horror Thriller
42538,Get on Up,139.0,Tate Taylor,,6.287999999999999,6.7,251.0,"Aug 1, 2014",30000000.0,33339868.0,8.0,0.11132893333333334,Biography Drama Musical
42541,Paranormal Activity: The Marked Ones,84.0,Christopher Landon,Par.,9.446,5.3,752.0,"Jan 3, 2014",5000000.0,90904854.0,1.0,17.1809708,Mystery Horror Thriller
42552,Mr. Turner,150.0,Mike Leigh,SPC,7.8839999999999995,6.5,301.0,"Dec 19, 2014",14000000.0,25187026.0,12.0,0.7990732857142857,Biography Drama History
42556,The Last Five Years,94.0,Richard LaGravenese,,5.079,5.9,230.0,"Feb 13, 2015",2000000.0,205298.0,2.0,-0.897351,Romance Drama Comedy Musical
42622,Hitch,70.0,Sébastien Grall,,,,,"Feb 11, 2005",55000000.0,366784257.0,2.0,5.668804672727273,Drama
42662,Palo Alto,100.0,Gia Coppola,Trib.,7.2620000000000005,6.4,528.0,"May 9, 2014",1000000.0,1156309.0,5.0,0.156309,Drama
42774,The Square,108.0,Jehane Noujaim,Magn.,5.596,7.8,84.0,"Apr 9, 2010",1900000.0,740932.0,4.0,-0.6100357894736842,Documentary Drama History
42884,Godsend,107.0,Moon Si-Hyun,,,,,"Apr 30, 2004",30000000.0,16910708.0,4.0,-0.43630973333333334,Drama
42906,Bone Tomahawk,132.0,S. Craig Zahler,,11.890999999999998,6.8,905.0,"Oct 23, 2015",2000000.0,475846.0,10.0,-0.762077,Western Horror Drama Adventure
42909,Aloft,112.0,Claudia Llosa,,4.944,5.5,61.0,"May 22, 2015",8000000.0,237688.0,5.0,-0.970289,Drama
42926,Loving,105.0,Slawomir Fabicki,Focus,8.506,6.7,529.0,"Nov 4, 2016",9000000.0,12898064.0,11.0,0.43311822222222224,Romance Drama
42955,The Hoax,77.0,Rodney Gray,,,,,"Apr 6, 2007",25000000.0,7164995.0,4.0,-0.7134002,Crime Documentary Drama
43036,Speak No Evil,74.0,Roze,,2.443,3.6,19.0,"Dec 31, 2013",150000.0,32927.0,12.0,-0.7804866666666667,Horror
43040,Burnt,101.0,John Wells,Wein.,12.761,6.4,1841.0,"Oct 30, 2015",20000000.0,36773510.0,10.0,0.8386755,Drama Comedy
43044,Broken Horses,101.0,Vidhu Vinod Chopra,,5.481,5.4,17.0,"Sep 1, 2015",15000000.0,3471.0,9.0,-0.9997686,Action Drama Crime Mystery Thriller
43159,Dragonfly,80.0,Andrew Tiernan,,0.664,3.0,2.0,"Feb 22, 2002",60000000.0,30063805.0,2.0,-0.49893658333333335,Crime Thriller Drama
43172,Hotel Transylvania 2,89.0,Genndy Tartakovsky,Sony,16.553,6.7,3184.0,"Sep 25, 2015",80000000.0,469500298.0,9.0,4.868753725,Family Animation Fantasy Comedy
43246,Wild Things,39.0,Daniel Hinerfeld,,,,,"Mar 20, 1998",20000000.0,55576699.0,3.0,1.77883495,Documentary Western
43261,Escobar: Paradise Lost,120.0,Andrea Di Stefano,RTWC,15.924000000000001,6.3,476.0,"Jun 26, 2015",17000000.0,3917679.0,6.0,-0.769548294117647,Drama Crime Romance History Thriller
43262,The Gunman,115.0,Pierre Morel,ORF,10.388,5.7,583.0,"Mar 20, 2015",40000000.0,18594227.0,3.0,-0.535144325,Crime Drama Action
43310,Step Up,55.0,Noube Rateau,,,,,"Aug 11, 2006",12000000.0,110989157.0,8.0,8.249096416666667,Documentary Biography Drama
43424,Shutter,133.0,Joy Mathew,,0.6,6.0,1.0,"Mar 21, 2008",8000000.0,47782426.0,3.0,4.97280325,Horror Thriller Sci-Fi
43596,The Strangers,,Lawrence Fajardo,,,,,"May 30, 2008",9000000.0,83051676.0,5.0,8.227964,Horror Drama Action
43631,Blockers,102.0,Kay Cannon,Uni.,21.840999999999998,6.1,969.0,"Apr 6, 2018",21000000.0,94045328.0,4.0,3.4783489523809523,Comedy
43702,Youth,75.0,Justine Malle,FoxS,1.008,5.3,9.0,"Dec 4, 2015",13000000.0,24001573.0,12.0,0.8462748461538462,Drama Family
43785,Arrival,116.0,Denis Villeneuve,Par.,25.441999999999997,7.4,10387.0,"Nov 11, 2016",47000000.0,203127894.0,11.0,3.321870085106383,Mystery Drama Sci-Fi
43797,Wonder,113.0,Stephen Chbosky,LGF,20.101,8.2,3959.0,"Nov 17, 2017",20000000.0,304604712.0,11.0,14.2302356,Drama Family
43826,Admiral,151.0,Roel Reiné,,5.466,6.4,86.0,"Dec 31, 2008",20000000.0,38585047.0,12.0,0.92925235,Action Drama History Biography Adventure
43878,The Light Between Oceans,133.0,Derek Cianfrance,BV,29.886999999999997,7.1,831.0,"Sep 2, 2016",20000000.0,22281732.0,9.0,0.1140866,Romance Drama
43889,The Queen,104.0,Mohammad Ali Bashe Ahangar,,,,,"Sep 30, 2006",15000000.0,128885873.0,9.0,7.592391533333333,War Drama Action
43904,Equilibrium,77.0,Erik D. Bateman,,,,,"Dec 6, 2002",20000000.0,5345869.0,12.0,-0.73270655,Mystery Thriller Comedy
43992,"Cinco de Mayo, La Batalla",125.0,Rafa Lara,,,,,"May 3, 2013",10000000.0,173472.0,5.0,-0.9826528,War Drama History
44003,Crimson Peak,119.0,Guillermo del Toro,Uni.,9.897,6.5,2986.0,"Oct 16, 2015",55000000.0,74966854.0,10.0,0.3630337090909091,Horror Drama Romance Mystery Thriller Fantasy
44037,The Second Best Exotic Marigold Hotel,122.0,John Madden,FoxS,7.731,6.4,420.0,"Mar 6, 2015",10000000.0,90384306.0,3.0,8.0384306,Drama Comedy
44092,Pacific Rim: Uprising,111.0,Steven S. DeKnight,,30.019000000000002,5.9,2213.0,"Mar 23, 2018",155000000.0,290930148.0,3.0,0.8769686967741935,Fantasy Adventure Sci-Fi Action
44157,Ballerina,50.0,Maja Friis,,13.21,7.2,1024.0,"Aug 25, 2017",30000000.0,96892829.0,8.0,2.2297609666666665,Family Animation Documentary Comedy Biography Adventure
44168,Get Hard,100.0,Etan Cohen,WB,12.129000000000001,6.0,1469.0,"Mar 27, 2015",40000000.0,106511453.0,3.0,1.662786325,Crime Comedy
44179,Birdman or (The Unexpected Virtue of Ignorance),119.0,Alejandro G. Iñárritu,,,,,"Oct 17, 2014",18000000.0,103215094.0,10.0,4.734171888888889,Drama Comedy
44254,Alice Through the Looking Glass,113.0,James Bobin,BV,16.642,6.5,3803.0,"May 27, 2016",170000000.0,276928112.0,5.0,0.628988894117647,Family Fantasy Adventure
44297,Going in Style,96.0,Zach Braff,,11.25,6.6,1324.0,"Apr 7, 2017",24000000.0,78672579.0,4.0,2.278024125,Crime Comedy
44485,Legend,134.0,Wayne W. Whited,Uni.,10.542,6.2,509.0,"Apr 18, 1986",25000000.0,23506237.0,4.0,-0.05975052,Horror Fantasy Adventure
44622,Julia,95.0,Matthew A. Brown,,0.627,2.0,1.0,"May 8, 2009",6000000.0,1365108.0,5.0,-0.772482,Crime Horror Thriller
44627,Me and Earl and the Dying Girl,105.0,Alfonso Gomez-Rejon,FoxS,8.677,7.6,1570.0,"Jun 12, 2015",8000000.0,9266180.0,6.0,0.1582725,Romance Drama Comedy
44629,Shut In,91.0,Farren Blackburn,EC,10.535,5.2,374.0,"Nov 11, 2016",10000000.0,11360665.0,11.0,0.1360665,Mystery Thriller Drama
44641,Hell or High Water,102.0,David Mackenzie,LGF,15.749,7.3,2468.0,"Aug 12, 2016",12000000.0,37584304.0,8.0,2.1320253333333334,Action Drama Crime Western Thriller
44645,Whiplash,106.0,Damien Chazelle,SPC,6.297999999999999,7.9,94.0,"Oct 10, 2014",3300000.0,38969037.0,10.0,10.80879909090909,Drama Musical
44647,The Fault in Our Stars,126.0,Josh Boone,,16.03,7.6,7236.0,"Jun 6, 2014",12000000.0,307166834.0,6.0,24.597236166666665,Romance Drama
44792,Resident Evil: The Final Chapter,107.0,Paul W.S. Anderson,SGem,0.8440000000000001,5.9,1859.0,"Jan 27, 2017",40000000.0,314101190.0,1.0,6.85252975,Horror Sci-Fi Action
44881,Shooter,,Vishram Sawant,,,,,"Mar 23, 2007",60000000.0,95538560.0,3.0,0.5923093333333334,Crime Drama Action
45173,Graduation Day,75.0,Chris Stokes,,0.6,5.0,1.0,"May 1, 1981",250000.0,23894000.0,5.0,94.576,Thriller
45361,The Last Station,,Shapur Gharib,SPC,,,,"Jan 15, 2010",18000000.0,15696146.0,1.0,-0.12799188888888888,Drama
45391,The Crew,81.0,Kate Kaminski,,8.826,6.2,134.0,"Aug 25, 2000",23000000.0,13019253.0,8.0,-0.4339455217391304,Crime Thriller Drama Comedy
45436,Baahubali: The Beginning,159.0,S.S. Rajamouli,BSC,,,,"Jul 10, 2015",40000000.0,26736665.0,7.0,-0.331583375,Drama Action
45501,Panic,85.0,Sean Spencer,,,,,"Dec 1, 2000",1000000.0,1425707.0,12.0,0.425707,Mystery Thriller Drama
45543,Ted 2,115.0,Seth MacFarlane,Uni.,17.684,6.1,4227.0,"Jun 26, 2015",68000000.0,217214143.0,6.0,2.194325632352941,Comedy
45544,Hot Tub Time Machine 2,93.0,Steve Pink,Par.,8.052999999999999,5.1,512.0,"Feb 20, 2015",14000000.0,12826644.0,2.0,-0.08381114285714286,Mystery Comedy Sci-Fi
45567,Ben-Hur,123.0,Timur Bekmambetov,,10.11,5.6,1068.0,"Aug 19, 2016",95000000.0,91669648.0,8.0,-0.03505633684210526,Drama Adventure Action
45786,Midnight Special,112.0,Jeff Nichols,WB,8.652999999999999,6.3,1105.0,"Mar 18, 2016",18000000.0,7680250.0,3.0,-0.5733194444444445,Action Drama Sci-Fi Mystery Adventure
45886,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,88.0,Molly Bernstein,,1.0759999999999998,7.1,18.0,"Apr 17, 2013",500000.0,152449.0,4.0,-0.695102,Documentary
45934,Commando,124.0,Dilip Ghosh,,,,,"Oct 4, 1985",10000000.0,35073978.0,10.0,2.5073978,Thriller Action
45972,Split,90.0,Jamie Buckner,Uni.,0.9059999999999999,5.3,2.0,"Jan 20, 2017",5000000.0,278964806.0,1.0,54.7929612,Sport Romance Drama Comedy
46012,Star Trek Beyond,122.0,Justin Lin,Par.,19.142,6.7,4275.0,"Jul 22, 2016",185000000.0,335802233.0,7.0,0.8151472054054054,Adventure Sci-Fi Action
46115,Bambi,58.0,Sébastien Lifshitz,,,,,"Aug 13, 1942",858000.0,268000000.0,8.0,311.35431235431236,Documentary Biography
46185,Fences,139.0,Denzel Washington,Par.,12.753,6.8,1465.0,"Dec 16, 2016",24000000.0,64282881.0,12.0,1.678453375,Drama
46238,Me Before You,106.0,Thea Sharrock,WB (NL),16.917,7.7,5939.0,"Jun 3, 2016",20000000.0,208265198.0,6.0,9.4132599,Romance Drama
46241,Churchill,105.0,Jonathan Teplitzky,Cohen,7.692,6.1,150.0,"Jun 2, 2017",10000000.0,7582196.0,6.0,-0.2417804,Drama History War Biography Thriller
46309,Hitman: Agent 47,96.0,Aleksander Bach,Fox,14.082,5.6,1764.0,"Aug 21, 2015",35000000.0,82182803.0,8.0,1.3480800857142856,Crime Thriller Adventure Action
46372,Night at the Museum: Secret of the Tomb,98.0,Shawn Levy,Fox,20.064,6.1,3536.0,"Dec 19, 2014",127000000.0,353756621.0,12.0,1.7854852047244094,Family Comedy Fantasy Adventure
46379,Locke,85.0,Steven Knight,A24,9.128,6.9,1370.0,"Apr 25, 2014",2000000.0,2088390.0,4.0,0.044195,Thriller Drama
46468,The Boss,99.0,Ben Falcone,Uni.,11.442,5.8,822.0,"Apr 8, 2016",29000000.0,78652207.0,4.0,1.7121450689655173,Comedy
46476,All You Need Is Love,90.0,Stuart Cameron,,,,,"Oct 31, 2014",300000.0,3565259.0,10.0,10.884196666666666,Documentary
46484,Above and Beyond,90.0,Roberta Grossman,,0.782,8.0,5.0,"Jan 30, 2015",1300000.0,288751.0,1.0,-0.7778838461538462,Documentary History Adventure War
46564,Us,92.0,Mani Maserrat Agah,,,,,"Mar 22, 2019",20000000.0,254210310.0,3.0,11.7105155,Drama
46630,Fury,134.0,David Ayer,,29.116999999999997,7.4,6653.0,"Oct 17, 2014",80000000.0,210315681.0,10.0,1.6289460125,War Drama Action
46694,Blackhat,133.0,Michael Mann,Uni.,16.824,5.3,1165.0,"Jan 16, 2015",70000000.0,19665004.0,1.0,-0.7190713714285715,Crime Thriller Action
46707,Ida,82.0,Pawel Pawlikowski,MBox,7.568,7.3,455.0,"May 2, 2014",2600000.0,15298355.0,5.0,4.8839826923076926,Drama
46743,Everest,121.0,Baltasar Kormákur,,19.9,6.7,2874.0,"Sep 18, 2015",65000000.0,221297061.0,9.0,2.404570169230769,Biography Drama Adventure Action
46767,Birth of the Dragon,95.0,George Nolfi,,8.164,5.7,172.0,"Aug 25, 2017",31000000.0,7220490.0,8.0,-0.7670809677419355,Biography Drama Action
46826,The Sleepwalker,91.0,Mona Fastvold,,2.659,4.1,9.0,"Nov 21, 2014",1100000.0,2636.0,11.0,-0.9976036363636364,Drama
46876,The Longest Ride,123.0,George Tillman Jr.,Fox,11.168,7.5,1908.0,"Apr 10, 2015",34000000.0,63802928.0,4.0,0.8765567058823529,Romance Drama
47103,The Christmas Candle,100.0,John Stephenson,ELS,1.4,6.0,15.0,"Nov 15, 2013",7000000.0,1933829.0,11.0,-0.7237387142857142,Drama Family
47245,Out of the Blue,108.0,Edoardo Leo,,0.6,10.0,1.0,"Oct 19, 2007",4600000.0,731767.0,10.0,-0.8409202173913044,Drama Comedy Action
47268,Rosewater,103.0,Jon Stewart,ORF,9.019,6.7,121.0,"Nov 14, 2014",10000000.0,3185717.0,11.0,-0.6814283,Biography Drama
47274,Sinister 2,97.0,Ciarán Foy,Focus,9.916,5.8,1142.0,"Aug 21, 2015",10000000.0,54104225.0,8.0,4.4104225,Mystery Horror Thriller
47333,Beyond the Sea,52.0,Veronika Kaserer,,,,,"Dec 17, 2004",24000000.0,8292914.0,12.0,-0.6544619166666666,Documentary
47389,Monster,114.0,Akiko Ohku,,0.6,5.0,1.0,"Dec 24, 2003",5000000.0,64240813.0,12.0,11.8481626,Drama
47509,Faith Connections,115.0,Pan Nalin,,0.6,4.2,3.0,"Sep 12, 2014",550000.0,9111.0,9.0,-0.9834345454545455,Documentary Biography Drama
