,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
47553,Veronica Mars,107.0,Rob Thomas,WB,7.821000000000001,6.7,699.0,"Mar 14, 2014",6000000.0,3485383.0,3.0,-0.4191028333333333,Crime Drama Comedy Mystery
47612,Let There Be Light,97.0,Peter Swanson,,2.01,6.2,23.0,"Oct 27, 2017",3000000.0,7241309.0,10.0,1.4137696666666666,Documentary Drama
47724,Radio,,Umer Mohammed,,,,,"Oct 24, 2003",35000000.0,53293628.0,10.0,0.5226750857142857,Thriller
47844,Top Five,102.0,Chris Rock,Par.,6.322,6.3,281.0,"Dec 12, 2014",12000000.0,26001741.0,12.0,1.16681175,Romance Drama Comedy
48080,Annihilation,115.0,Alex Garland,,25.197,6.3,4465.0,"Feb 23, 2018",55000000.0,43070915.0,2.0,-0.21689245454545455,Horror Drama Adventure Sci-Fi
48097,Atlas Shrugged: Who Is John Galt?,99.0,James Manera,,,,,"Sep 12, 2014",5000000.0,851690.0,9.0,-0.829662,Mystery Drama Sci-Fi
48141,Hawaii,102.0,Marco Berger,,,,,"Oct 10, 1966",15000000.0,34562222.0,10.0,1.3041481333333333,Romance Drama
48149,Kingsman: The Secret Service,129.0,Matthew Vaughn,Fox,26.103,7.6,10287.0,"Feb 13, 2015",94000000.0,404561724.0,2.0,3.3038481276595744,Crime Comedy Adventure Action
48200,Doomsday,95.0,Neil Johnson,,,,,"Mar 14, 2008",33000000.0,21621188.0,3.0,-0.34481248484848487,Sci-Fi Action
48293,United Passions,110.0,Frédéric Auburtin,,1.5190000000000001,3.3,21.0,"Jun 5, 2015",30000000.0,168832.0,6.0,-0.9943722666666667,Sport Drama History
48400,Furious 7,137.0,James Wan,Uni.,20.396,7.3,6538.0,"Apr 3, 2015",190000000.0,1518722794.0,4.0,6.9932778631578945,Crime Thriller Action
48429,Crash,94.0,Sebastian Klinger,,,,,"Oct 4, 1996",10000000.0,3357324.0,10.0,-0.6642676,Thriller
48439,Rock Dog,90.0,Ash Brannon,LG/S,10.362,5.7,123.0,"Feb 24, 2017",60000000.0,24148488.0,2.0,-0.5975252,Animation Comedy Musical Adventure Family
48448,Mike and Dave Need Wedding Dates,98.0,Jake Szymanski,Fox,11.675999999999998,6.0,1552.0,"Jul 8, 2016",33000000.0,75898100.0,7.0,1.2999424242424242,Romance Comedy Adventure
48549,A Haunted House 2,86.0,Michael Tiddes,ORF,6.9479999999999995,5.5,597.0,"Apr 18, 2014",4000000.0,21206861.0,4.0,4.30171525,Horror Fantasy Comedy
48636,Rebound,84.0,Megan Freels Johnston,,0.914,3.4,7.0,"Jul 1, 2005",45000000.0,17492014.0,7.0,-0.6112885777777778,Mystery Horror Thriller
48782,Pitch Perfect 2,115.0,Elizabeth Banks,Uni.,18.469,6.8,3599.0,"May 15, 2015",29000000.0,287625468.0,5.0,8.918119586206897,Comedy Musical
48847,Heli,105.0,Amat Escalante,,3.01,6.4,46.0,"Dec 31, 2013",1000000.0,552614.0,12.0,-0.447386,Crime Romance Drama
48894,Big Fish,103.0,Banzragch Batbold,,,,,"Dec 10, 2003",70000000.0,123954323.0,12.0,0.7707760428571429,Action
49032,Romeo Is Bleeding,93.0,Jason Zeldes,,2.0869999999999997,7.5,4.0,"Feb 4, 1994",10000000.0,3275585.0,2.0,-0.6724415,Documentary Biography Drama
49042,Ride Along 2,102.0,Tim Story,Uni.,12.977,6.2,939.0,"Jan 15, 2016",40000000.0,124827316.0,1.0,2.1206829,Crime Comedy Action
49056,Wish I Was Here,106.0,Zach Braff,Focus,7.845,6.6,440.0,"Jul 18, 2014",6000000.0,6591365.0,7.0,0.09856083333333333,Drama Comedy
49095,Nightcrawler,117.0,Dan Gilroy,ORF,25.596999999999998,7.7,5860.0,"Oct 31, 2014",8500000.0,50334418.0,10.0,4.921696235294117,Crime Thriller Drama
49096,Out of the Dark,92.0,Lluís Quílez,,7.143,4.8,79.0,"Dec 31, 1989",1600000.0,419428.0,12.0,-0.7378575,Horror Thriller
49097,Lucy,89.0,Luc Besson,Uni.,16.73,6.3,10019.0,"Jul 25, 2014",40000000.0,457507776.0,7.0,10.4376944,Thriller Sci-Fi Action
49107,Red Sparrow,140.0,Francis Lawrence,Fox,18.117,6.5,3406.0,"Mar 2, 2018",69000000.0,145951861.0,3.0,1.1152443623188406,Mystery Thriller Drama Action
49175,The Collector,94.0,James Lee,,1.4,0.5,2.0,"Jul 31, 2009",3000000.0,10473836.0,7.0,2.4912786666666666,Romance Drama Comedy Action
49227,Black or White,121.0,Mike Binder,Rela.,8.05,6.8,193.0,"Jan 30, 2015",9000000.0,21971021.0,1.0,1.4412245555555556,Drama
49245,I Origins,106.0,Mike Cahill,FoxS,8.459,7.6,1814.0,"Jul 18, 2014",1000000.0,852399.0,7.0,-0.147601,Romance Drama Sci-Fi
49346,Manglehorn,97.0,David Gordon Green,IFC,7.6610000000000005,5.4,94.0,"Jun 19, 2015",4000000.0,797439.0,6.0,-0.80064025,Drama
49573,Obvious Child,84.0,Gillian Robespierre,A24,8.232000000000001,6.7,256.0,"Jun 6, 2014",1000000.0,3324070.0,6.0,2.32407,Romance Drama Comedy
49585,The Signal,97.0,William Eubank,,10.032,5.9,901.0,"Jun 13, 2014",4000000.0,2665322.0,6.0,-0.3336695,Mystery Thriller Drama Sci-Fi
49591,The Dressmaker,119.0,Jocelyn Moorhouse,BG,,,,"Sep 23, 2016",11900000.0,24041617.0,9.0,1.0203039495798318,Drama Comedy
49642,Role Models,6.0,Salome Oggenfuss,,,,,"Nov 7, 2008",28000000.0,94500826.0,11.0,2.3750295,Documentary
49655,R100,99.0,Hitoshi Matsumoto,,,,,"Jan 23, 2015",5500000.0,24956.0,1.0,-0.9954625454545455,Drama Comedy
49723,The Lazarus Effect,83.0,David Gelb,Rela.,0.6,4.8,3.0,"Feb 27, 2015",5000000.0,38359310.0,2.0,6.671862,Mystery Horror Sci-Fi
49783,American Heist,94.0,Sarik Andreasyan,,7.271,4.6,213.0,"Jul 21, 2015",10000000.0,2341218.0,7.0,-0.7658782,Crime Drama Action
49784,Jumper,5.0,Phil Giordano,,,,,"Feb 14, 2008",82500000.0,222640812.0,2.0,1.698676509090909,Documentary Biography Drama
49796,Higher Power,93.0,Matthew Charles Santoro,,7.544,4.9,43.0,"May 11, 2018",500000.0,528.0,5.0,-0.998944,Thriller Sci-Fi Action
49827,Enough,96.0,Ockert Potgieter,,0.7190000000000001,8.7,3.0,"May 24, 2002",38000000.0,50970660.0,5.0,0.34133315789473684,Animation Comedy Drama History
50028,A Most Violent Year,125.0,J.C. Chandor,A24,12.270999999999999,6.6,792.0,"Dec 31, 2014",20000000.0,8846875.0,12.0,-0.55765625,Crime Thriller Drama
50050,The Transporter Refueled,96.0,Camille Delamarre,EC,13.427999999999999,5.4,836.0,"Sep 4, 2015",22000000.0,69698495.0,9.0,2.168113409090909,Action Crime Mystery Thriller Adventure
50223,Focus,87.0,Christopher Young,,10.704,6.8,4173.0,"Feb 27, 2015",65000000.0,168065700.0,2.0,1.5856261538461538,Crime Romance Drama Comedy
50248,Greater,130.0,David L. Hunt,,1.891,7.3,37.0,"Aug 26, 2016",9000000.0,2000093.0,8.0,-0.7777674444444445,Sport Biography Drama Family
50307,State of Play,87.0,Steven Dhoedt,,0.6,6.0,3.0,"Apr 17, 2009",60000000.0,88832210.0,4.0,0.48053683333333336,Sport Documentary Drama
50489,The Rundown,,Noah Scott,,,,,"Sep 26, 2003",85000000.0,80831893.0,9.0,-0.04903655294117647,Action
50564,Hot Pursuit,87.0,Anne Fletcher,WB (NL),9.607000000000001,5.6,1000.0,"May 8, 2015",35000000.0,45671512.0,5.0,0.30490034285714285,Crime Comedy Action
50693,Alvin and the Chipmunks: The Road Chip,92.0,Walt Becker,Fox,14.972999999999999,5.8,852.0,"Dec 18, 2015",90000000.0,249517956.0,12.0,1.7724217333333334,Family Animation Adventure Comedy
50696,The Purge: Anarchy,103.0,James DeMonaco,Uni.,28.424,6.6,3754.0,"Jul 18, 2014",9000000.0,111534881.0,7.0,11.392764555555555,Horror Thriller Sci-Fi Action
50697,Batman v Superman: Dawn of Justice,151.0,Zack Snyder,WB,28.088,5.8,11991.0,"Mar 25, 2016",250000000.0,867500281.0,3.0,2.470001124,Fantasy Adventure Action
50744,Dolphin Tale 2,107.0,Charles Martin Smith,WB,7.403,6.7,173.0,"Sep 12, 2014",36000000.0,57824533.0,9.0,0.6062370277777778,Drama Family
50789,A Hologram for the King,98.0,Tom Tykwer,RAtt.,11.055,5.9,589.0,"Apr 22, 2016",35000000.0,11846010.0,4.0,-0.6615425714285714,Romance Drama Comedy
50793,The Theory of Everything,123.0,James Marsh,Focus,13.866,7.9,6412.0,"Nov 7, 2014",15000000.0,123327692.0,11.0,7.221846133333333,Romance Biography Drama
50798,The Hundred-Foot Journey,122.0,Lasse Hallström,BV,8.26,7.3,785.0,"Aug 8, 2014",22000000.0,94270488.0,8.0,3.285022181818182,Drama Comedy
50915,Lion,70.0,Troy Murray,Wein.,17.215999999999998,8.1,3833.0,"Nov 25, 2016",12000000.0,149570720.0,11.0,11.464226666666667,Romance Drama Comedy
51021,Camp X-Ray,117.0,Peter Sattler,IFC,15.237,6.8,618.0,"Oct 17, 2014",1000000.0,101053.0,10.0,-0.898947,War Drama
51137,Psycho,86.0,Kishore Bhargav,,,,,"Dec 4, 1998",20000000.0,37226218.0,12.0,0.8613109,Thriller
51259,The Water Diviner,111.0,Russell Crowe,WB,11.479000000000001,6.8,682.0,"Apr 24, 2015",22500000.0,31054727.0,4.0,0.3802100888888889,War Drama History
51412,Stonewall,129.0,Roland Emmerich,,5.209,6.2,69.0,"Jul 26, 1996",2000000.0,304602.0,7.0,-0.847699,Drama History
51438,Cube,113.0,Chris Kaye,,0.84,2.0,1.0,"Sep 11, 1998",250000.0,8969065.0,9.0,34.87626,Documentary Biography
51749,The Jungle Book,106.0,Jon Favreau,,20.129,6.8,5257.0,"Apr 15, 2016",175000000.0,962854547.0,4.0,4.502025982857143,Fantasy Family Drama Adventure
51837,Mortdecai,107.0,David Koepp,LGF,13.263,5.4,1666.0,"Jan 23, 2015",60000000.0,30396134.0,1.0,-0.4933977666666667,Crime Comedy Adventure Action
52196,Hardcore Henry,96.0,Ilya Naishuller,STX,10.459000000000001,6.2,1294.0,"Apr 8, 2016",2000000.0,17187434.0,4.0,7.593717,Adventure Sci-Fi Action
52198,The Past is a Grotesque Animal,77.0,Jason Miller,,,,,"Jun 19, 2014",100000.0,20056.0,6.0,-0.79944,Documentary Biography Musical
52263,Creed,133.0,Ryan Coogler,WB (NL),16.355999999999998,7.3,4010.0,"Nov 25, 2015",37000000.0,173567581.0,11.0,3.691015702702703,Sport Drama
52278,Suffragette,106.0,Sarah Gavron,Focus,7.763,7.3,982.0,"Oct 23, 2015",14000000.0,34044909.0,10.0,1.4317792142857142,Biography Drama History
52330,Rocky,136.0,Sujit Mondal,,,,,"Nov 21, 1976",1000000.0,225000000.0,11.0,224.0,Drama Comedy Action
52542,Monster Trucks,104.0,Chris Wedge,Par.,8.827,5.9,414.0,"Jan 13, 2017",125000000.0,61642798.0,1.0,-0.506857616,Comedy Adventure Sci-Fi Action
52637,Tusk,102.0,Kevin Smith,A24,8.655,5.3,601.0,"Sep 19, 2014",3000000.0,1887554.0,9.0,-0.37081533333333333,Horror Drama Comedy Thriller
52641,Barfi,105.0,Shekar,,,,,"Sep 14, 2012",4600000.0,36751984.0,9.0,6.989561739130435,Romance Comedy
52718,The Masked Saint,105.0,Warren P. Sonoda,,1.42,3.5,16.0,"Jan 8, 2016",3500000.0,182695.0,1.0,-0.9478014285714286,Crime Biography Action
52764,Crazy Rich Asians,120.0,Jon M. Chu,WB,17.969,7.1,1496.0,"Aug 15, 2018",30000000.0,238099711.0,8.0,6.936657033333334,Romance Drama Comedy
52765,Hybrid,104.0,Daishi Matsunaga,,,,,"May 10, 2002",200000.0,162605.0,5.0,-0.186975,Sport Documentary
52807,The Glass House,95.0,Steven Summers,,,,,"Sep 14, 2001",22000000.0,22861785.0,9.0,0.03917204545454545,Thriller Drama
52888,Now You See Me 2,129.0,Jon M. Chu,LG/S,25.805,6.8,6744.0,"Jun 10, 2016",90000000.0,328325007.0,6.0,2.648055633333333,Comedy Thriller Adventure Action
53166,Beyond the Lights,116.0,Gina Prince-Bythewood,,7.7170000000000005,7.0,238.0,"Nov 14, 2014",7000000.0,14618727.0,11.0,1.0883895714285714,Romance Drama Musical
53413,Unsullied,93.0,Simeon Rice,,2.478,3.3,3.0,"Apr 22, 2016",1500000.0,510957.0,4.0,-0.659362,Horror Thriller Action
53493,Hits,96.0,David Cross,,5.5120000000000005,5.0,36.0,"Feb 13, 2015",1000000.0,15156.0,2.0,-0.984844,Drama Comedy
53664,Trainwreck,125.0,Judd Apatow,Uni.,18.423,5.8,1731.0,"Jul 17, 2015",35000000.0,141123897.0,7.0,3.0321113428571427,Romance Drama Comedy
53701,Hide and Seek,107.0,Jung Huh,,0.631,8.0,1.0,"Jan 28, 2005",25000000.0,123696741.0,1.0,3.94786964,Action Horror Drama Mystery Fantasy
53730,Dawn of the Crescent Moon,95.0,Kirk Loudon,,1.4,2.0,1.0,"Jul 17, 2015",75000.0,8799.0,7.0,-0.88268,Thriller Drama Sci-Fi
53851,Rock the Kasbah,106.0,Barry Levinson,,5.202999999999999,5.5,154.0,"Oct 23, 2015",15000000.0,3386153.0,10.0,-0.7742564666666667,War Comedy Musical
53954,Room,118.0,Lenny Abrahamson,A24,20.0,8.1,5494.0,"Oct 16, 2015",13000000.0,36262783.0,10.0,1.7894448461538461,Thriller Drama
53991,The Diary of a Teenage Girl,102.0,Marielle Heller,SPC,9.382,6.7,460.0,"Aug 7, 2015",2000000.0,2279959.0,8.0,0.1399795,Romance Drama Comedy
54179,The Boy Next Door,91.0,Rob Cohen,Uni.,0.6,5.7,6.0,"Jan 23, 2015",4000000.0,53401938.0,1.0,12.3504845,Drama Horror Thriller
54197,Factory Girl,90.0,Mohamed Khan,,,,,"Feb 2, 2007",7000000.0,1661464.0,2.0,-0.762648,Romance Drama
54198,Bitter Harvest,103.0,George Mendeluk,,5.489,6.2,42.0,"Feb 24, 2017",21000000.0,606162.0,2.0,-0.9711351428571429,Romance War Drama History
54214,Fantastic Beasts and Where to Find Them,132.0,David Yates,,28.563000000000002,7.4,12152.0,"Nov 18, 2016",180000000.0,802402853.0,11.0,3.457793627777778,Family Fantasy Adventure
54229,Othello,,Mikael Kreuzriegler,,,,,"Dec 14, 1995",11000000.0,2844379.0,12.0,-0.7414200909090909,Thriller
54461,Barbecue,98.0,Eric Lavaine,,7.874,5.8,383.0,"Dec 26, 2014",10000000.0,247565.0,12.0,-0.9752435,Comedy
54664,Son of God,138.0,Christopher Spencer,Fox,8.289,6.4,123.0,"Feb 28, 2014",22000000.0,70949793.0,2.0,2.224990590909091,Biography Drama History
54697,I Am Wrath,92.0,Chuck Russell,,9.558,4.9,296.0,"Apr 15, 2016",18000000.0,309608.0,4.0,-0.9827995555555555,Crime Thriller Drama Action
54795,Dreamcatcher,104.0,Kim Longinotto,,1.4,5.2,5.0,"Mar 21, 2003",68000000.0,75685268.0,3.0,0.11301864705882353,Crime Documentary Drama
54805,Incarnate,91.0,Brad Peyton,BH Tilt,7.1370000000000005,5.2,314.0,"Dec 2, 2016",5000000.0,9371036.0,12.0,0.8742072,Horror Thriller
54891,Timeline,135.0,Nonzee Nimibutr,,,,,"Nov 26, 2003",80000000.0,26703184.0,11.0,-0.6662102,Romance
55150,It Follows,100.0,David Robert Mitchell,RTWC,18.419,6.5,3485.0,"Mar 13, 2015",2000000.0,23250755.0,3.0,10.6253775,Mystery Horror Thriller
55447,The Watcher,75.0,Nate Bernard,,2.237,5.4,58.0,"Sep 8, 2000",33000000.0,47267829.0,9.0,0.4323584545454545,Horror Drama Thriller
55458,The Bounce Back,104.0,Youssef Delara,,2.494,6.1,31.0,"Dec 9, 2016",3000000.0,421404.0,12.0,-0.859532,Romance Comedy
55459,Waitress,,Steve Whelan,,,,,"May 2, 2007",1500000.0,22217183.0,5.0,13.811455333333333,Drama
55623,Brotherly Love,89.0,Jamal Hill,,2.157,6.8,53.0,"Apr 24, 2015",1900000.0,478595.0,4.0,-0.7481078947368421,Drama
55659,Sully,96.0,Clint Eastwood,WB,18.148,7.1,3924.0,"Sep 9, 2016",60000000.0,238524556.0,9.0,2.9754092666666665,Biography Drama History
55678,She's the One,110.0,Mae Czarina Cruz,,,,,"Aug 23, 1996",3500000.0,13795053.0,8.0,2.941443714285714,Romance Drama
55839,Heist,93.0,Scott Mann,,0.6,5.0,1.0,"Nov 9, 2001",35000000.0,28906817.0,11.0,-0.17409094285714286,Crime Thriller Action
55864,Creative Control,97.0,Benjamin Dickinson,,3.35,5.6,36.0,"Mar 11, 2016",1000000.0,63014.0,3.0,-0.936986,Drama Sci-Fi
55948,Little Women,,Greta Gerwig,,2.9189999999999996,6.8,11.0,"Dec 21, 1994",15000000.0,50003303.0,12.0,2.3335535333333333,Romance Drama
55962,Domino,89.0,Brian De Palma,,,,,"Oct 14, 2005",50000000.0,23574057.0,10.0,-0.52851886,Crime Thriller
55994,Simon,85.0,Warren Badenski,,0.64,0.0,1.0,"Apr 7, 2006",1300000.0,1738663.0,4.0,0.33743307692307695,Thriller
56085,Welcome to Marwen,116.0,Robert Zemeckis,Uni.,22.031999999999996,6.6,286.0,"Dec 21, 2018",45000000.0,12874922.0,12.0,-0.7138906222222222,Fantasy Biography Drama Comedy
56250,London Has Fallen,99.0,Babak Najafi,Focus,15.287,5.9,2591.0,"Mar 4, 2016",60000000.0,195194085.0,3.0,2.25323475,Thriller Action
56318,Obsessed,132.0,Dae-woo Kim,,,,,"Apr 24, 2009",20000000.0,73964713.0,4.0,2.69823565,Drama
56522,Logan,137.0,James Mangold,,0.9640000000000001,6.1,4.0,"Mar 3, 2017",127000000.0,615461394.0,3.0,3.846152708661417,Action Drama Comedy Sci-Fi Family
56546,American Ultra,96.0,Nima Nourizadeh,LGF,9.97,6.0,1756.0,"Aug 21, 2015",28000000.0,30295028.0,8.0,0.08196528571428571,Comedy Sci-Fi Action
56604,Emma,70.0,Vladimir V. Feyer,,0.6,10.0,1.0,"Aug 2, 1996",5900000.0,37831658.0,8.0,5.412145423728814,Drama Thriller
56632,Regression,106.0,Alejandro Amenábar,W/Dim.,10.713,5.5,1065.0,"Oct 30, 2015",20000000.0,15824374.0,10.0,-0.2087813,Crime Horror Thriller Mystery
56683,Annabelle,99.0,John R. Leonetti,WB (NL),13.989,5.6,3357.0,"Oct 3, 2014",6500000.0,256862920.0,10.0,38.517372307692305,Mystery Horror Thriller
56758,War of the Worlds,50.0,Christopher H. Baum,,0.6,7.1,5.0,"Jun 29, 2005",132000000.0,606836535.0,6.0,3.5972464772727273,Documentary Sci-Fi
56889,Pan,111.0,Joe Wright,WB,13.054,5.9,1701.0,"Oct 9, 2015",150000000.0,151525973.0,10.0,0.010173153333333334,Family Comedy Fantasy Adventure
57234,Friend Request,92.0,Simon Verhoeven,ENTMP,2.1069999999999998,5.5,43.0,"Sep 22, 2017",9900000.0,11310835.0,9.0,0.14250858585858586,Horror Thriller
57425,Compadres,101.0,Enrique Begné,PNT,1.9269999999999998,5.1,21.0,"Apr 22, 2016",3000000.0,7445044.0,4.0,1.4816813333333334,Crime Comedy Action
57460,Transformers: The Last Knight,154.0,Michael Bay,Par.,24.258000000000003,6.0,3255.0,"Jun 21, 2017",217000000.0,602893340.0,6.0,1.7783103225806451,Thriller Adventure Sci-Fi Action
57493,Iron Man,84.0,Rahim Behboodi Far,,,,,"May 2, 2008",186000000.0,585171547.0,5.0,2.1460835860215055,Family Drama Comedy
57578,The Brothers Grimsby,83.0,Louis Leterrier,Sony,,,,"Mar 11, 2016",35000000.0,28720470.0,3.0,-0.17941514285714286,Comedy Adventure Action
57585,Breakdown,110.0,Jonnie Malachi,,,,,"May 2, 1997",36000000.0,50159144.0,5.0,0.3933095555555556,Thriller Drama
57657,X-Men: Apocalypse,144.0,Bryan Singer,Fox,39.293,6.5,8348.0,"May 27, 2016",178000000.0,542537546.0,5.0,2.047963741573034,Fantasy Adventure Sci-Fi Action
57783,Night of the Living Dead,79.0,Chad Zuver,,0.6,6.5,1.0,"Oct 19, 1990",4200000.0,5835247.0,10.0,0.38934452380952383,Horror
57796,Jack Reacher: Never Go Back,118.0,Edward Zwick,Par.,17.085,5.6,2831.0,"Oct 21, 2016",60000000.0,159946489.0,10.0,1.6657748166666666,Thriller Action
57871,Sicario,121.0,Denis Villeneuve,LGF,20.468,7.3,4475.0,"Sep 18, 2015",30000000.0,84393749.0,9.0,1.8131249666666667,Crime Thriller Drama Action
57955,Oddball,95.0,Stuart McDonald,,,,,"Dec 6, 2016",7000000.0,10237229.0,12.0,0.46246128571428574,Family Adventure
57957,Fist Fight,91.0,Richie Keen,WB (NL),9.808,6.0,708.0,"Feb 17, 2017",25000000.0,40286416.0,2.0,0.61145664,Comedy
57966,Murder on the Orient Express,114.0,Kenneth Branagh,,15.937000000000001,6.7,5406.0,"Nov 10, 2017",55000000.0,345922730.0,11.0,5.289504181818182,Crime Drama Mystery
58007,The Shadow,45.0,Line Hatland,,,,,"Jul 1, 1994",40000000.0,31835600.0,7.0,-0.20411,Documentary
58110,Ferdinand,108.0,Carlos Saldanha,Fox,19.479,7.1,1425.0,"Dec 15, 2017",111000000.0,289847930.0,12.0,1.6112426126126127,Family Animation Adventure Comedy
58201,A Monster Calls,108.0,J.A. Bayona,Focus,11.128,7.1,1918.0,"Jan 6, 2017",43000000.0,46414530.0,1.0,0.07940767441860465,Fantasy Animation Drama
58403,Aberdeen,97.0,Ho-Cheung Pang,,,,,"Aug 17, 2001",6500000.0,64148.0,8.0,-0.9901310769230769,Family
58416,Lake of Fire,,Raj Thiruselvan,,,,,"Oct 3, 2007",6000000.0,26007.0,10.0,-0.9956655,Romance Drama Family
58639,The Perfect Match,87.0,Jennifer Barbaro,LGF,6.875,5.5,78.0,"Mar 11, 2016",5000000.0,10182050.0,3.0,1.03641,Documentary Comedy Romance Biography Family
58769,Paul Blart: Mall Cop 2,94.0,Andy Fickman,Sony,15.940999999999999,5.0,900.0,"Apr 17, 2015",38000000.0,107650646.0,4.0,1.8329117368421053,Crime Family Comedy Action
58773,War for the Planet of the Apes,140.0,Matt Reeves,Fox,23.445,7.0,5235.0,"Jul 14, 2017",152000000.0,489592267.0,7.0,2.2210017565789473,Action Drama Sci-Fi War Adventure
58832,10 Days in a Madhouse,111.0,Timothy Hines,,0.955,5.4,7.0,"Nov 11, 2015",12000000.0,14616.0,11.0,-0.998782,Drama
58855,The Gospel of John,160.0,David Batty,,0.6,5.4,5.0,"Sep 26, 2003",11000000.0,4234355.0,9.0,-0.6150586363636363,Drama
58944,Happiness,80.0,Thomas Balmès,,0.6,7.0,3.0,"Oct 16, 1998",3000000.0,5746453.0,10.0,0.9154843333333333,Documentary Drama Family
58963,The Hateful Eight,168.0,Quentin Tarantino,Wein.,20.680999999999997,7.7,8065.0,"Dec 25, 2015",62000000.0,147864886.0,12.0,1.3849175161290324,Crime Western Drama Mystery
59076,The Lobster,119.0,Yorgos Lanthimos,,15.64,6.9,2895.0,"Mar 25, 2016",4500000.0,18019834.0,3.0,3.0044075555555554,Drama Comedy Romance Sci-Fi Thriller
59186,Z Storm,92.0,David Lam,,,,,"Aug 18, 2015",7000000.0,2053330.0,8.0,-0.7066671428571428,Crime Action
59414,Vice,96.0,Brian A. Miller,Annapurna,14.640999999999998,4.3,312.0,"Dec 25, 2018",60000000.0,70883171.0,12.0,0.18138618333333334,Thriller Adventure Sci-Fi Action
59426,Push,,Tery Wilson,,,,,"Feb 6, 2009",38000000.0,49678401.0,2.0,0.30732634210526316,Crime Thriller
59506,Pirates,130.0,Seok-hoon Lee,,,,,"Jul 1, 1986",40000000.0,6341825.0,7.0,-0.841454375,Comedy Adventure Action
59537,The Nut Job 2: Nutty by Nature,91.0,Cal Brunker,ORF,8.975,5.7,227.0,"Aug 11, 2017",40000000.0,57438389.0,8.0,0.435959725,Family Animation Adventure Comedy
59754,Thor: Ragnarok,130.0,Taika Waititi,BV,43.45,7.5,11380.0,"Nov 3, 2017",180000000.0,846980024.0,11.0,3.7054445777777776,Comedy Fantasy Adventure Action
59821,Housebound,107.0,Gerard Johnstone,,8.455,6.6,505.0,"Oct 17, 2014",1500000.0,236863.0,10.0,-0.8420913333333333,Mystery Horror Thriller Comedy
59865,The Golden Child,86.0,She Wei Chou,,,,,"Dec 12, 1986",12000000.0,79817937.0,12.0,5.65149475,Drama
59902,See No Evil,75.0,Jos de Putter,,,,,"May 19, 2006",8000000.0,18828036.0,5.0,1.3535045,Documentary
60048,November,1.0,Luciangela Gatto,,2.519,7.6,38.0,"Jul 22, 2005",250000.0,191862.0,7.0,-0.232552,Documentary Horror Drama Romance History Fantasy
60090,12 Rounds,,Gabriel Soriano,,,,,"Mar 27, 2009",20000000.0,17306648.0,3.0,-0.1346676,Romance Drama Action
60109,Earth,60.0,Richard Reade,,,,,"Apr 22, 2009",47000000.0,116773317.0,4.0,1.484538659574468,Sci-Fi
60156,The Disaster Artist,104.0,James Franco,A24,13.27,7.2,1895.0,"Dec 1, 2017",10000000.0,28717667.0,12.0,1.8717667,Biography Drama Comedy
60194,Mechanic: Resurrection,98.0,Dennis Gansel,LG/S,16.302,5.6,1929.0,"Aug 26, 2016",40000000.0,109738840.0,8.0,1.743471,Crime Thriller Adventure Action
60324,The Night Before,101.0,Jonathan Levine,Sony,9.014,6.1,956.0,"Nov 20, 2015",25000000.0,52427346.0,11.0,1.09709384,Comedy Fantasy Adventure
60379,American Made,115.0,Doug Liman,Uni.,16.748,6.7,2188.0,"Sep 29, 2017",50000000.0,135569212.0,9.0,1.71138424,Crime Biography Comedy Action
60875,Girls Trip,122.0,Malcolm D. Lee,Uni.,8.589,6.8,968.0,"Jul 21, 2017",28000000.0,140886353.0,7.0,4.0316554642857145,Drama Comedy
